bandwidth,baseline_effective_ttft_p50,baseline_effective_ttft_p90,baseline_effective_ttft_p99,baseline_nth_token_overheads_p99,baseline_queue_times_p99,baseline_response_times_p50,baseline_response_times_p90,baseline_response_times_p99,baseline_summary,baseline_tbt_times_p50,baseline_tbt_times_p90,baseline_tbt_times_p99,baseline_ttft_times_p50,baseline_ttft_times_p90,baseline_ttft_times_p99,output,pd_effective_ttft_p50,pd_effective_ttft_p90,pd_effective_ttft_p99,pd_nth_token_overheads_p99,pd_over_baseline_effective_ttft_p50,pd_over_baseline_effective_ttft_p90,pd_over_baseline_effective_ttft_p99,pd_over_baseline_nth_token_overheads_p99,pd_over_baseline_queue_times_p99,pd_over_baseline_response_times_p50,pd_over_baseline_response_times_p90,pd_over_baseline_response_times_p99,pd_over_baseline_tbt_times_p50,pd_over_baseline_tbt_times_p90,pd_over_baseline_tbt_times_p99,pd_over_baseline_ttft_times_p50,pd_over_baseline_ttft_times_p90,pd_over_baseline_ttft_times_p99,pd_queue_times_p99,pd_response_times_p50,pd_response_times_p90,pd_response_times_p99,pd_summary,pd_tbt_times_p50,pd_tbt_times_p90,pd_tbt_times_p99,pd_ttft_times_p50,pd_ttft_times_p90,pd_ttft_times_p99,prompt,rate,status,trace
12.5,0.11108702110882746,0.13962992999042656,0.14389284941523633,0.0,0.07177497644692171,1.0631909668222645,1.1231335154653102,1.1649297617197112,results\0\baseline\param_p128_o16_r100_10s\8_0\llama2-70b\token_jsq\summary.csv,0.05887559865566898,0.06235767270398469,0.06569206355043268,0.11108702110882751,0.1396299299904266,0.14389284941523633,16,0.1626785976402908,0.19226146450824524,0.20992895335062065,0.06720706594901922,1.464424880751111,1.3769359085221002,1.458925542191619,,1.0977086018096858,0.7545296414502274,0.7406128877749787,0.7292629755945895,0.7272246970413553,0.7045721621809892,0.6724673303665519,1.0654025627841217,1.0034691084931755,1.0996571269591695,0.07878800904047356,0.8022090989895239,0.8318071562456271,0.8495401443904127,results\0\splitwise_4_4\param_p128_o16_r100_10s\8_0\llama2-70b\mixed_pool_a100_bw12_5\summary.csv,0.042815789395497295,0.04393548028562094,0.044175766602029334,0.11835239698139866,0.14011432136645788,0.1582327973779272,128,100,ok,param_p128_o16_r100_10s
3.125,0.11108702110882746,0.13962992999042656,0.14389284941523633,0.0,0.07177497644692171,1.0631909668222645,1.1231335154653102,1.1649297617197112,results\0\baseline\param_p128_o16_r100_10s\8_0\llama2-70b\token_jsq\summary.csv,0.05887559865566898,0.06235767270398469,0.06569206355043268,0.11108702110882751,0.1396299299904266,0.14389284941523633,16,0.2404002734441008,0.26616581765562614,0.2882513596967116,0.14220120235304803,2.1640716534165625,1.9062232407756363,2.0032361640493694,,1.0977086018096858,0.8276015272743653,0.8064610545873814,0.796525034208328,0.8082653856384824,0.7793467346729382,0.7437695802981377,1.0654025627841217,1.0034691084931755,1.0996571269591695,0.07878800904047356,0.8798984679264152,0.905763439324587,0.9278957183040923,results\0\splitwise_4_4\param_p128_o16_r100_10s\8_0\llama2-70b\mixed_pool_a100_bw3_125\summary.csv,0.0475871084521208,0.04859824860365428,0.0488597585358239,0.11835239698139866,0.14011432136645788,0.1582327973779272,128,100,ok,param_p128_o16_r100_10s
50.0,0.09095190112935775,0.11008641436020915,0.11382815890879312,0.0,0.041873529398210874,2.9488532618993935,2.9865662891711215,3.0097707319578118,results\0\baseline\param_p128_o64_r20_10s\8_0\llama2-70b\token_jsq\summary.csv,0.04468964904625937,0.04515041773278868,0.045603786396105815,0.0909519011293578,0.11008641436020916,0.11382815890879314,64,0.09342461038581396,0.11173686889513354,0.1138021222894602,0.0482802579038229,1.027186999125388,1.0149923543655806,0.9997712638104445,,0.0,0.9422901672825301,0.9363957734275725,0.9300122523373536,0.9486705294456771,0.9450956098050612,0.9366484206134544,0.7184812990403049,0.5935994959358599,0.5740867699175128,0.0,2.7786754334468142,2.7966080502411077,2.79912365744713,results\0\splitwise_4_4\param_p128_o64_r20_10s\8_0\llama2-70b\mixed_pool_a100_bw50\summary.csv,0.04239575302145637,0.04267146158012317,0.04271471450190585,0.06534724007360637,0.06534724007360637,0.06534724007360641,128,20,ok,param_p128_o64_r20_10s
25.0,0.09095190112935775,0.11008641436020915,0.11382815890879312,0.0,0.041873529398210874,2.9488532618993935,2.9865662891711215,3.0097707319578118,results\0\baseline\param_p128_o64_r20_10s\8_0\llama2-70b\token_jsq\summary.csv,0.04468964904625937,0.04515041773278868,0.045603786396105815,0.0909519011293578,0.11008641436020916,0.11382815890879314,64,0.09986884363246165,0.11796779259373705,0.12029237931687317,0.05474345873645467,1.098040199186399,1.07159265091276,1.0567892907172436,,0.0,0.9444604451478201,0.9385117636004414,0.9321146988680363,0.9508411994293886,0.9473573819065365,0.9388023662403194,0.7184812990403049,0.5935994959358599,0.5740867699175128,0.0,2.7850752644091026,2.8029275951596153,2.805451539480685,results\0\splitwise_4_4\param_p128_o64_r20_10s\8_0\llama2-70b\mixed_pool_a100_bw25\summary.csv,0.04249275950122369,0.04277358153532115,0.04281294257818223,0.06534724007360637,0.06534724007360637,0.06534724007360641,128,20,ok,param_p128_o64_r20_10s
12.5,0.09095190112935775,0.11008641436020915,0.11382815890879312,0.0,0.041873529398210874,2.9488532618993935,2.9865662891711215,3.0097707319578118,results\0\baseline\param_p128_o64_r20_10s\8_0\llama2-70b\token_jsq\summary.csv,0.04468964904625937,0.04515041773278868,0.045603786396105815,0.0909519011293578,0.11008641436020916,0.11382815890879314,64,0.1142475164137674,0.12993147793279305,0.13279396900865645,0.06725310286660592,1.2561311527867582,1.180268052946567,1.1666179114349027,,0.0,0.9492433812989949,0.9425479543989589,0.9362711490373722,0.9555597890620966,0.951358238337421,0.9430844048372863,0.7184812990403049,0.5935994959358599,0.5740867699175128,0.0,2.799179441279951,2.8149819465351302,2.8179615015491932,results\0\splitwise_4_4\param_p128_o64_r20_10s\8_0\llama2-70b\mixed_pool_a100_bw12_5\summary.csv,0.04270363161590273,0.042954221874464495,0.04300821975169818,0.06534724007360637,0.06534724007360637,0.06534724007360641,128,20,ok,param_p128_o64_r20_10s
3.125,0.09095190112935775,0.11008641436020915,0.11382815890879312,0.0,0.041873529398210874,2.9488532618993935,2.9865662891711215,3.0097707319578118,results\0\baseline\param_p128_o64_r20_10s\8_0\llama2-70b\token_jsq\summary.csv,0.04468964904625937,0.04515041773278868,0.045603786396105815,0.0909519011293578,0.11008641436020916,0.11382815890879314,64,0.18698198540054867,0.20419412562741449,0.2077872397100242,0.14236458406902225,2.055833721766966,1.8548530880411769,1.8254467233939669,,0.0,0.9739660863522601,0.9674776593952018,0.9612337618170973,0.9812815418806036,0.9772404303906677,0.9687892376960341,0.7184812990403049,0.5935994959358599,0.5740867699175128,0.0,2.8720830707192486,2.88943616307589,2.8930932428868057,results\0\splitwise_4_4\param_p128_o64_r20_10s\8_0\llama2-70b\mixed_pool_a100_bw3_125\summary.csv,0.04385312772221644,0.04412281365750884,0.044180457458736125,0.06534724007360637,0.06534724007360637,0.06534724007360641,128,20,ok,param_p128_o64_r20_10s
50.0,0.0983947766010313,0.11219054923024738,0.1178903651360333,0.0,0.04577635611649285,3.381752664864356,3.464871543248114,3.5044724641871134,results\0\baseline\param_p128_o64_r50_10s\8_0\llama2-70b\token_jsq\summary.csv,0.051207193192916625,0.052589221150071655,0.053050964547980715,0.09839477660103135,0.11219054923024743,0.11789036513603338,64,0.11190473142999599,0.15519544133777932,0.17278614933315598,0.04850418246496908,1.137303577442373,1.3833200960561616,1.465651150827963,,1.40818206919786,0.8282150443174112,0.8212003804624388,0.8169456578043282,0.8289763996388105,0.8127190165921435,0.80671706310138,0.7607406718994227,1.100648769373069,1.1014376713570377,0.06446144387646101,2.8008184332011563,2.845353829568829,2.8629635625124963,results\0\splitwise_4_4\param_p128_o64_r50_10s\8_0\llama2-70b\mixed_pool_a100_bw50\summary.csv,0.04244955464867303,0.04274026009643299,0.04279711831484243,0.07485290846286219,0.12348238994556056,0.12984888925086352,128,50,ok,param_p128_o64_r50_10s
25.0,0.0983947766010313,0.11219054923024738,0.1178903651360333,0.0,0.04577635611649285,3.381752664864356,3.464871543248114,3.5044724641871134,results\0\baseline\param_p128_o64_r50_10s\8_0\llama2-70b\token_jsq\summary.csv,0.051207193192916625,0.052589221150071655,0.053050964547980715,0.09839477660103135,0.11219054923024743,0.11789036513603338,64,0.118151198781589,0.16128001767378447,0.17919490857534978,0.05490124670552994,1.2007873066338222,1.4375543999057474,1.520013178079289,,1.40818206919786,0.8301569390858278,0.8227046146669332,0.8187430248226588,0.8314085807865647,0.8145593831028266,0.808552118971604,0.7607406718994227,1.100648769373069,1.1014376713570377,0.06446144387646101,2.807385441009135,2.850565807858362,2.869262385736274,results\0\splitwise_4_4\param_p128_o64_r50_10s\8_0\llama2-70b\mixed_pool_a100_bw25\summary.csv,0.042574099818586245,0.04283704353786049,0.042894469798757245,0.07485290846286219,0.12348238994556056,0.12984888925086352,128,50,ok,param_p128_o64_r50_10s
12.5,0.0983947766010313,0.11219054923024738,0.1178903651360333,0.0,0.04577635611649285,3.381752664864356,3.464871543248114,3.5044724641871134,results\0\baseline\param_p128_o64_r50_10s\8_0\llama2-70b\token_jsq\summary.csv,0.051207193192916625,0.052589221150071655,0.053050964547980715,0.09839477660103135,0.11219054923024743,0.11789036513603338,64,0.127696192864346,0.16957593733410142,0.19168925633790015,0.0673681049568662,1.297794428479932,1.5114993062925708,1.6259959507014041,,1.40818206919786,0.8331016773341003,0.8252819169644418,0.8223084842234447,0.8349679177490771,0.817826367925534,0.8122061176972999,0.7607406718994227,1.100648769373069,1.1014376713570377,0.06446144387646101,2.8173438174275587,2.859495829247347,2.8817574400285055,results\0\splitwise_4_4\param_p128_o64_r50_10s\8_0\llama2-70b\mixed_pool_a100_bw12_5\summary.csv,0.04275636347406431,0.04300885172519577,0.04308831795561251,0.07485290846286219,0.12348238994556056,0.12984888925086352,128,50,ok,param_p128_o64_r50_10s
3.125,0.0983947766010313,0.11219054923024738,0.1178903651360333,0.0,0.04577635611649285,3.381752664864356,3.464871543248114,3.5044724641871134,results\0\baseline\param_p128_o64_r50_10s\8_0\llama2-70b\token_jsq\summary.csv,0.051207193192916625,0.052589221150071655,0.053050964547980715,0.09839477660103135,0.11219054923024743,0.11789036513603338,64,0.2038261475680034,0.2480221731862716,0.26465218377668487,0.14189997022990325,2.0715139015404507,2.2107225152918946,2.244900874395491,,1.40818206919786,0.8557449333357665,0.8477864822592714,0.8432250090633817,0.8580200025059903,0.8403062532904758,0.8342431949594301,0.7607406718994227,1.100648769373069,1.1014376713570377,0.06446144387646101,2.893917708752399,2.937471257130572,2.9550588253765504,results\0\splitwise_4_4\param_p128_o64_r50_10s\8_0\llama2-70b\mixed_pool_a100_bw3_125\summary.csv,0.04393679603171105,0.04419105138808096,0.04425740616018689,0.07485290846286219,0.12348238994556056,0.12984888925086352,128,50,ok,param_p128_o64_r50_10s
50.0,0.1101467391532047,0.14004008311588084,0.15020684693428313,0.0,0.07266066861077579,4.1625751071007215,4.245131947266211,4.2976761681624245,results\0\baseline\param_p128_o64_r100_10s\8_0\llama2-70b\token_jsq\summary.csv,0.06341153045024985,0.06469220247586487,0.06535837469931781,0.11014673915320472,0.14004008311588087,0.1502068469342832,64,0.1417513133284104,0.16969685209491264,0.18791498355677316,0.048511058922921145,1.2869315462098831,1.211773431714485,1.2510413965282667,,1.057569911535753,0.6817638165275999,0.6751938452818673,0.6713807715536254,0.6710359741672495,0.6618317676993972,0.6564493030660987,1.0603516182600605,0.9691596387234775,1.0380135902839969,0.07684373687482682,2.8378930915997707,2.8662869632035743,2.885377141668517,results\0\splitwise_4_4\param_p128_o64_r100_10s\8_0\llama2-70b\mixed_pool_a100_bw50\summary.csv,0.04255141810911961,0.042815354720968965,0.042904459520900114,0.11679427310716939,0.13572119635939286,0.1559167484714941,128,100,ok,param_p128_o64_r100_10s
25.0,0.1101467391532047,0.14004008311588084,0.15020684693428313,0.0,0.07266066861077579,4.1625751071007215,4.245131947266211,4.2976761681624245,results\0\baseline\param_p128_o64_r100_10s\8_0\llama2-70b\token_jsq\summary.csv,0.06341153045024985,0.06469220247586487,0.06535837469931781,0.11014673915320472,0.14004008311588087,0.1502068469342832,64,0.14786083733302288,0.17673429062676213,0.19600436801854287,0.054683129327331534,1.3423986807940005,1.2620264619560204,1.3048963613775648,,1.057569911535753,0.6832126734595741,0.6766634434642932,0.6732429186572302,0.672505280912835,0.663328564195339,0.6579063962258817,1.0603516182600605,0.9691596387234775,1.0380135902839969,0.07684373687482682,2.8439240673985573,2.8725256013974345,2.893380046897292,results\0\splitwise_4_4\param_p128_o64_r100_10s\8_0\llama2-70b\mixed_pool_a100_bw25\summary.csv,0.04264458909855806,0.0429121857829496,0.04299969276160902,0.11679427310716939,0.13572119635939286,0.1559167484714941,128,100,ok,param_p128_o64_r100_10s
12.5,0.1101467391532047,0.14004008311588084,0.15020684693428313,0.0,0.07266066861077579,4.1625751071007215,4.245131947266211,4.2976761681624245,results\0\baseline\param_p128_o64_r100_10s\8_0\llama2-70b\token_jsq\summary.csv,0.06341153045024985,0.06469220247586487,0.06535837469931781,0.11014673915320472,0.14004008311588087,0.1502068469342832,64,0.1609041834972746,0.18907253171567734,0.20796853029761075,0.06722647180780886,1.4608165864399363,1.3501315302649668,1.38454760579988,,1.057569911535753,0.6862565818203735,0.679676304161698,0.676089422118399,0.67557164709985,0.666428259224068,0.6608996388138881,1.0603516182600605,0.9691596387234775,1.0380135902839969,0.07684373687482682,2.8565945645695163,2.8853155925966507,2.9056133969849487,results\0\splitwise_4_4\param_p128_o64_r100_10s\8_0\llama2-70b\mixed_pool_a100_bw12_5\summary.csv,0.04283903207139758,0.043112711881361565,0.043195326232241905,0.11679427310716939,0.13572119635939286,0.1559167484714941,128,100,ok,param_p128_o64_r100_10s
3.125,0.1101467391532047,0.14004008311588084,0.15020684693428313,0.0,0.07266066861077579,4.1625751071007215,4.245131947266211,4.2976761681624245,results\0\baseline\param_p128_o64_r100_10s\8_0\llama2-70b\token_jsq\summary.csv,0.06341153045024985,0.06469220247586487,0.06535837469931781,0.11014673915320472,0.14004008311588087,0.1502068469342832,64,0.2352362884318947,0.2645088573639192,0.28368623084130534,0.14196815363426477,2.135662755342227,1.8888082003282056,1.888637146916616,,1.057569911535753,0.7042489208246185,0.6972858822888945,0.6936417216816904,0.6940032522556937,0.6844944507226971,0.6787061671988369,1.0603516182600605,0.9691596387234775,1.0380135902839969,0.07684373687482682,2.931489027027104,2.960070575282293,2.981047496514554,results\0\splitwise_4_4\param_p128_o64_r100_10s\8_0\llama2-70b\mixed_pool_a100_bw3_125\summary.csv,0.044007808362984346,0.04428145359975862,0.044359131986519425,0.11679427310716939,0.13572119635939286,0.1559167484714941,128,100,ok,param_p128_o64_r100_10s
50.0,0.09193110355361275,0.10924979388690009,0.11376159278267846,0.0,0.04163317178626432,11.347391400460221,11.650981637063477,11.706628159374215,results\0\baseline\param_p128_o256_r20_10s\8_0\llama2-70b\token_jsq\summary.csv,0.04398104683737954,0.04511956755851499,0.04545657560411862,0.09193110355361278,0.10924979388690012,0.11376159278267853,256,0.093571858702126,0.11157258859852469,0.1307484564309165,0.04864439622873049,1.017847660749078,1.0212613189369424,1.149319847170991,,1.2106524854973801,0.96797971534972,0.9444787978452224,0.941702398408288,0.9696955266875709,0.9469474564371347,0.9403046299779428,0.7108284089671227,0.5981452023722491,1.017483494600042,0.0504033029021803,10.984044697779346,11.004105130290474,11.0241598149567,results\0\splitwise_4_4\param_p128_o256_r20_10s\8_0\llama2-70b\mixed_pool_a100_bw50\summary.csv,0.04264822437724347,0.04272585973507923,0.042743028503495144,0.06534724007360637,0.06534724007360637,0.11575054297578667,128,20,ok,param_p128_o256_r20_10s
25.0,0.09193110355361275,0.10924979388690009,0.11376159278267846,0.0,0.04163317178626432,11.347391400460221,11.650981637063477,11.706628159374215,results\0\baseline\param_p128_o256_r20_10s\8_0\llama2-70b\token_jsq\summary.csv,0.04398104683737954,0.04511956755851499,0.04545657560411862,0.09193110355361278,0.10924979388690012,0.11376159278267853,256,0.09982185870212745,0.1178225885985261,0.1369984564309179,0.05489439622873152,1.0858333561057814,1.078469664853564,1.204259302984878,,1.2106524854973801,0.9685305027315447,0.9450152333314922,0.9422362839913024,0.970250630857562,0.9474885534338718,0.9408417153649419,0.7108284089671227,0.5981452023722491,1.017483494600042,0.0504033029021803,10.990294697779346,11.010355130290472,11.030409814956702,results\0\splitwise_4_4\param_p128_o256_r20_10s\8_0\llama2-70b\mixed_pool_a100_bw25\summary.csv,0.04267263843974348,0.04275027379757922,0.042767442565995135,0.06534724007360637,0.06534724007360637,0.11575054297578667,128,20,ok,param_p128_o256_r20_10s
