bandwidth,baseline_e2e_p99,baseline_effective_ttft_p99,baseline_tbt_p99,output,pd_e2e_p99,pd_effective_ttft_p99,pd_over_baseline_e2e_p99,pd_over_baseline_effective_ttft_p99,pd_over_baseline_tbt_p99,pd_tbt_p99,prompt,rate,split,status
25,11.715758907331187,0.11339437191781623,0.045458782129431996,256,11.054687173245837,0.17451385639600953,0.9435741432275734,1.5389992769878411,0.9397258740425,0.04271879376948806,128,20,2:6,ok
25,11.715758907331187,0.11339437191781623,0.045458782129431996,256,11.045620727413134,0.15685462490972565,0.9428002756612965,1.383266402528405,0.9407800439116221,0.04276671504789589,128,20,4:4,ok
25,11.715758907331187,0.11339437191781623,0.045458782129431996,256,11.05101516239109,0.12000909902689365,0.9432607183027528,1.0583338220160654,0.9439762209988876,0.04291200936575298,128,20,6:2,ok
25,12.791542149793047,0.11521212289901717,0.04971152085373035,256,11.119209248784728,0.20940779942829713,0.8692626048192809,1.8175847659003903,0.8619572065668354,0.0428492036492704,128,50,2:6,ok
25,12.791542149793047,0.11521212289901717,0.04971152085373035,256,11.122241215769415,0.18057037815550642,0.8694996338615325,1.5672862682495263,0.8642301472368706,0.042962194986788146,128,50,4:4,ok
25,12.791542149793047,0.11521212289901717,0.04971152085373035,256,11.19723455456024,0.17236119252605042,0.8753623623670269,1.4960334745079225,0.8710762285747207,0.043302524101981016,128,50,6:2,ok
25,14.560564242087162,0.14672442361558008,0.05652431671657868,256,11.406932263495866,0.4366568344076394,0.7834127904552108,2.9760337348585266,0.7619706458342524,0.04306987011387129,128,100,2:6,ok
25,14.560564242087162,0.14672442361558008,0.05652431671657868,256,11.223602210057665,0.19907177674793075,0.7708219285634521,1.3567732749763695,0.7659649376378397,0.04329564472883569,128,100,4:4,ok
25,14.560564242087162,0.14672442361558008,0.05652431671657868,256,11.462970591421122,0.18241476303879978,0.7872614275680007,1.2432474331385268,0.7836950759826047,0.04429782868406394,128,100,6:2,ok
25,3.052178329521225,0.11612847350935232,0.04589861482322159,64,2.893053134027391,0.20873776228762575,0.9478650398783236,1.797472712588573,0.9365453969408634,0.04298613643864986,256,20,2:6,ok
25,3.052178329521225,0.11612847350935232,0.04589861482322159,64,2.8347593625471132,0.1496362154226761,0.9287659685965279,1.2885402769943863,0.9370520378732963,0.043009390555661275,256,20,4:4,ok
25,3.052178329521225,0.11612847350935232,0.04589861482322159,64,2.821784780632404,0.13343607822727063,0.9245150433510347,1.1490384243837017,0.9378783414242774,0.04304731674407482,256,20,6:2,ok
25,3.5188177096878466,0.12783435205684907,0.053381478305698095,64,3.24789444528031,0.5603268114378962,0.9230073033730497,4.383225654311714,0.8062362502106437,0.04303808289988686,256,50,2:6,ok
25,3.5188177096878466,0.12783435205684907,0.053381478305698095,64,2.8975902382823358,0.20874166612765496,0.8234556255371865,1.6329074522537237,0.8068324662314456,0.043069909792466804,256,50,4:4,ok
25,3.5188177096878466,0.12783435205684907,0.053381478305698095,64,2.8697799775598143,0.17473231398107442,0.8155523287435062,1.366865096663293,0.8089814237079274,0.04318462431937748,256,50,6:2,ok
25,5.295891351211472,0.19110757740125456,0.0805558020894639,64,10.92323683991748,1.3538878301430657,2.0625870350264486,7.084427779126762,2.0260293256017214,0.1632084173806223,256,100,2:6,ok
25,5.295891351211472,0.19110757740125456,0.0805558020894639,64,3.190680716068028,0.4953514742144073,0.6024822838063205,2.592003315359674,0.5362212239505931,0.04319573079273408,256,100,4:4,ok
25,5.295891351211472,0.19110757740125456,0.0805558020894639,64,2.9487517798336436,0.24356972034492985,0.5567999009570119,1.2745162889775132,0.5393445409685717,0.04344733210029702,256,100,6:2,ok
25,5.982240922919441,0.11688506829630121,0.04602303925462703,128,5.604624717024579,0.19064367228393206,0.9368771317035859,1.6310352987145829,0.9305088405218532,0.042824844894114734,256,20,2:6,ok
25,5.982240922919441,0.11688506829630121,0.04602303925462703,128,5.552349447368137,0.13398478264939911,0.9281387224134882,1.146295113673121,0.9309881373167791,0.04284690358932222,256,20,4:4,ok
25,5.982240922919441,0.11688506829630121,0.04602303925462703,128,5.563995565964188,0.13420019568083483,0.9300855043545886,1.148138061062172,0.933166970891089,0.04294718013244199,256,20,6:2,ok
25,7.000520989968902,0.1249863316742168,0.05387044821116422,128,5.991490557010383,0.5681436841609578,0.8558635229571676,4.545646524308379,0.7966139564850389,0.04291395088711791,256,50,2:6,ok
25,7.000520989968902,0.1249863316742168,0.05387044821116422,128,5.641252576428454,0.2076434954468649,0.8058332493412771,1.6613296243312283,0.7980173317724483,0.04298955134285913,256,50,4:4,ok
25,7.000520989968902,0.1249863316742168,0.05387044821116422,128,5.641436073427457,0.1825091639750469,0.8058594612474003,1.4602329833214585,0.8021353789983228,0.04321139239267173,256,50,6:2,ok
25,9.878071493591769,0.20678887289413667,0.07645227039595535,128,12.767398867922111,1.5432954873860447,1.292499135707283,7.46314569921815,1.2488172004035987,0.0954749102803759,256,100,2:6,ok
25,9.878071493591769,0.20678887289413667,0.07645227039595535,128,5.9683919019866005,0.511438966232358,0.6042061859805827,2.4732421966155966,0.565375369138512,0.0432242305965906,256,100,4:4,ok
25,9.878071493591769,0.20678887289413667,0.07645227039595535,128,5.78198361794201,0.2694341361359281,0.5853352672829888,1.3029431050376776,0.5720866590936812,0.04373732395094884,256,100,6:2,ok
25,11.710941549654951,0.11753230477548232,0.045481774434887295,256,11.087574745726942,0.21162491501057473,0.9467705648358926,1.8005680686244867,0.9400871839208356,0.04275683324821585,256,20,2:6,ok
25,11.710941549654951,0.11753230477548232,0.045481774434887295,256,11.043673942207414,0.1568642203916334,0.9430218650978411,1.3346477012535864,0.9410437757426386,0.042800340741681354,256,20,4:4,ok
25,11.710941549654951,0.11753230477548232,0.045481774434887295,256,11.057082693265448,0.13395587590561756,0.9441668414433536,1.1397366550541876,0.9439157154851655,0.04293096165724155,256,20,6:2,ok
25,12.89091365961638,0.11958133755912495,0.04999928113589094,256,11.35643262803006,0.44591740350268183,0.8809641370577619,3.7289882569025923,0.8576364143123996,0.0428812041915831,256,50,2:6,ok
25,12.89091365961638,0.11958133755912495,0.04999928113589094,256,11.134818749734865,0.19836568174552102,0.8637726575283124,1.6588347796949712,0.8596924653449239,0.04298400526518803,256,50,4:4,ok
25,12.89091365961638,0.11958133755912495,0.04999928113589094,256,11.173418340758216,0.16363077439854756,0.8667669829921679,1.3683638077525526,0.8659499698371109,0.04329687599150198,256,50,6:2,ok
25,15.326258418138494,0.20133227893001912,0.0595085346535637,256,17.82574716234702,1.3452551183814119,1.1630853843133955,6.68176571352976,1.1397057727769813,0.06782222047416558,256,100,2:6,ok
25,15.326258418138494,0.20133227893001912,0.0595085346535637,256,11.480935922421185,0.45878439931633186,0.7491023320364739,2.2787423941880687,0.727710861713205,0.04330500703203496,256,100,4:4,ok
25,15.326258418138494,0.20133227893001912,0.0595085346535637,256,11.4392464470627,0.2593487132518889,0.7463821981185214,1.2881626067623049,0.7398871530700948,0.04402960028819832,256,100,6:2,ok
25,3.435348181758316,0.14563333235345632,0.051475885626972084,64,3.1649107155826193,0.48012129251599195,0.9212780038973288,3.2967816141892823,0.8428559808042909,0.04338675806789106,512,20,2:6,ok
25,3.435348181758316,0.14563333235345632,0.051475885626972084,64,2.926301980548329,0.24040726768538687,0.8518210748147683,1.6507709038883451,0.8430441595740032,0.04339644473671819,512,20,4:4,ok
25,3.435348181758316,0.14563333235345632,0.051475885626972084,64,2.8727014312932306,0.18521540589070573,0.8362184207549217,1.271792678898417,0.8437460923479893,0.04343257734790972,512,20,6:2,ok
25,4.931996880696341,0.21235357439981714,0.07489944669449364,64,11.647842844200616,4.177013331054458,2.361689012778953,19.670087225327418,2.339723171362151,0.175243970953311,512,50,2:6,ok
25,4.931996880696341,0.21235357439981714,0.07489944669449364,64,3.314984500550879,0.6254512262824576,0.672138401693969,2.9453294019193876,0.580474355403458,0.04347720804006186,512,50,4:4,ok
25,4.931996880696341,0.21235357439981714,0.07489944669449364,64,3.0212135291842794,0.32477753478171023,0.6125740956992899,1.5294187333537528,0.5821775926458967,0.04360477956710997,512,50,6:2,ok
25,11.416714750848836,1.0410915228254949,0.17640415510594765,64,12.989439507057904,3.0662749641770985,1.1377563327569462,2.9452501503953363,1.1097088127728905,0.195757245530826,512,100,2:6,ok
25,11.416714750848836,1.0410915228254949,0.17640415510594765,64,12.410725419947001,2.6188502344666413,1.0870662612486013,2.5154851202314576,1.052863871677521,0.18572956172484997,512,100,4:4,ok
25,11.416714750848836,1.0410915228254949,0.17640415510594765,64,7.959371671244115,1.3759731590641469,0.6971683049760294,1.3216639737203815,0.634036613369587,0.1118466930876984,512,100,6:2,ok
25,6.658267157422394,0.14644255133295012,0.050990866361368084,128,5.861579604984768,0.4472589666354139,0.8803461120436558,3.054159891127074,0.8438626587237783,0.04302928805833294,512,20,2:6,ok
25,6.658267157422394,0.14644255133295012,0.050990866361368084,128,5.672337872988907,0.2564195381287342,0.8519240425289321,1.7509906498811376,0.8442623990060263,0.04304967116164431,512,20,4:4,ok
25,6.658267157422394,0.14644255133295012,0.050990866361368084,128,5.619139300950378,0.18550998371008495,0.8439341900972487,1.266776507384876,0.8464297760857574,0.04316018759667157,512,20,6:2,ok
25,8.965344880887132,0.19748412488983086,0.0691953284766975,128,12.41265143603731,1.548066014259985,1.3845146618396527,7.838939029269285,1.3383014939667284,0.09260421147588277,512,50,2:6,ok
25,8.965344880887132,0.19748412488983086,0.0691953284766975,128,5.941309851746257,0.5108978591709594,0.6626973006261369,2.58703254986177,0.6238943785698988,0.04317057645990921,512,50,4:4,ok
25,8.965344880887132,0.19748412488983086,0.0691953284766975,128,5.721719920831168,0.2627574596520712,0.6382041066851849,1.330524465187538,0.6272096477832463,0.043399977602115475,512,50,6:2,ok
25,14.13519461980275,1.284613993257514,0.1096579070802631,128,14.599565215797433,4.764370118515226,1.0328520836454649,3.7087951271913,1.0030541434082134,0.10999281805433077,512,100,2:6,ok
25,14.13519461980275,1.284613993257514,0.1096579070802631,128,13.893620893495047,4.01189293408489,0.98290977005939,3.123033810266665,0.9526249782633361,0.10446286134873857,512,100,4:4,ok
25,14.13519461980275,1.284613993257514,0.1096579070802631,128,12.80045416351309,2.2870558773900087,0.9055732522833643,1.7803448268460087,0.8526914813792291,0.0935043632332154,512,100,6:2,ok
25,12.441336525862674,0.14684037574076028,0.048235625175139275,256,11.279108636695188,0.4029269118133133,0.9065833572822758,2.7439790301589917,0.8885585327016197,0.04286017632956706,512,20,2:6,ok
25,12.441336525862674,0.14684037574076028,0.048235625175139275,256,11.113867761465267,0.22826362662169983,0.8933017556724789,1.5545017878780727,0.889422970765277,0.04290187303999276,512,20,4:4,ok
25,12.441336525862674,0.14684037574076028,0.048235625175139275,256,11.110117301968685,0.18515917241232963,0.8930003041773936,1.2609554523288564,0.8921943050503682,0.04303555008180343,512,20,6:2,ok
25,14.62868496318644,0.1947406125700007,0.05677995500843526,256,17.358043746512998,1.6604774977733427,1.1865758125351031,8.526611248983691,1.166037829766697,0.06620757551228654,512,50,2:6,ok
25,14.62868496318644,0.1947406125700007,0.05677995500843526,256,11.435132905992967,0.49833507762283374,0.7816924716589255,2.5589684198189744,0.7587018710898757,0.043079058105298794,512,50,4:4,ok
25,14.62868496318644,0.1947406125700007,0.05677995500843526,256,11.302503038381756,0.28385639706712507,0.7726260471686192,1.4576127358390185,0.7643400397170124,0.04339919306627758,512,50,6:2,ok
25,19.50490104080427,1.486509682638674,0.07579251941394952,256,20.399835164605744,5.985061125591961,1.0458825257267017,4.026251019749832,1.0199130965382044,0.07730178316991322,512,100,2:6,ok
25,19.50490104080427,1.486509682638674,0.07579251941394952,256,19.55266480679792,4.517280580513302,1.002448808424802,3.038850424771379,0.97819510143636,0.07413987121624563,512,100,4:4,ok
25,19.50490104080427,1.486509682638674,0.07579251941394952,256,17.635753524787464,6.591153982829135,0.9041703666116251,4.433979852138809,0.8673626818022572,0.0657396028994329,512,100,6:2,ok
